treat;TE_base;lower_base;upper_base;TE_drop;lower_drop;upper_drop;removed_treatment;component_id;component_reference;delta_TE;abs_delta_TE;pct_shift_vs_base;estimable;ci_overlap
Any psychotherapy;0,1486;-0,9207;1,2178;0,1462;-0,9235;1,2158;Counselling individual + AD;1;Placebo;-0,0024;0,0024;0,0163;TRUE;TRUE
Attention placebo;0,5718;-0,4354;1,5789;0,5692;-0,4384;1,5768;Counselling individual + AD;1;Placebo;-0,0026;0,0026;0,0045;TRUE;TRUE
Behavioural therapies individual;0,3156;-0,4066;1,0379;0,3133;-0,4093;1,0360;Counselling individual + AD;1;Placebo;-0,0023;0,0023;0,0073;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-0,6485;-1,8545;0,5576;Counselling individual + AD;1;Placebo;0,0826;0,0826;0,1130;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,9572;-1,5485;-0,3660;Counselling individual + AD;1;Placebo;-0,0044;0,0044;0,0047;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,3458;-2,3729;-0,3187;Counselling individual + AD;1;Placebo;-0,0154;0,0154;0,0116;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,8576;-1,1815;-0,5337;Counselling individual + AD;1;Placebo;-0,0036;0,0036;0,0042;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,3402;-1,8805;-0,7998;Counselling individual + AD;1;Placebo;-0,0030;0,0030;0,0022;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + placebo;-1,3101;-2,1924;-0,4278;-1,3127;-2,1954;-0,4300;Counselling individual + AD;1;Placebo;-0,0026;0,0026;0,0020;TRUE;TRUE
Counselling individual;-0,6775;-1,2871;-0,0679;-0,6805;-1,2905;-0,0704;Counselling individual + AD;1;Placebo;-0,0030;0,0030;0,0044;TRUE;TRUE
Exercise group;-0,8993;-1,6153;-0,1832;-0,9015;-1,6179;-0,1851;Counselling individual + AD;1;Placebo;-0,0023;0,0023;0,0025;TRUE;TRUE
Exercise group + AD;-3,4467;-4,6928;-2,2006;-3,4470;-4,6934;-2,2005;Counselling individual + AD;1;Placebo;-0,0003;0,0003;0,0001;TRUE;TRUE
Exercise individual;-0,7556;-1,4550;-0,0562;-0,7578;-1,4575;-0,0581;Counselling individual + AD;1;Placebo;-0,0021;0,0021;0,0028;TRUE;TRUE
Exercise individual + AD;-1,4503;-2,3661;-0,5345;-1,4572;-2,3743;-0,5400;Counselling individual + AD;1;Placebo;-0,0069;0,0069;0,0047;TRUE;TRUE
