treat;TE_base;lower_base;upper_base;TE_drop;lower_drop;upper_drop;removed_study;component_id;component_reference;delta_TE;abs_delta_TE;pct_shift_vs_base;estimable;ci_overlap
Behavioural therapies individual;0,3156;-0,4066;1,0379;0,3131;-0,4097;1,0359;29060 07 001;1;Placebo;-0,0025;0,0025;0,0080;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-0,7334;-1,8082;0,3413;29060 07 001;1;Placebo;-0,0023;0,0023;0,0032;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,9556;-1,5464;-0,3648;29060 07 001;1;Placebo;-0,0028;0,0028;0,0029;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,3330;-2,3554;-0,3107;29060 07 001;1;Placebo;-0,0026;0,0026;0,0020;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,8570;-1,1802;-0,5337;29060 07 001;1;Placebo;-0,0029;0,0029;0,0034;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,3405;-1,8808;-0,8002;29060 07 001;1;Placebo;-0,0033;0,0033;0,0025;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + placebo;-1,3101;-2,1924;-0,4278;-1,3136;-2,1965;-0,4307;29060 07 001;1;Placebo;-0,0035;0,0035;0,0027;TRUE;TRUE
Counselling individual;-0,6775;-1,2871;-0,0679;-0,6802;-1,2903;-0,0702;29060 07 001;1;Placebo;-0,0027;0,0027;0,0040;TRUE;TRUE
Counselling individual + AD;-0,1937;-1,5170;1,1296;-0,1961;-1,5201;1,1278;29060 07 001;1;Placebo;-0,0024;0,0024;0,0125;TRUE;TRUE
Counselling individual + placebo;0,1501;-1,6724;1,9726;0,1477;-1,6758;1,9711;29060 07 001;1;Placebo;-0,0024;0,0024;0,0162;TRUE;TRUE
Exercise group;-0,8993;-1,6153;-0,1832;-0,9014;-1,6179;-0,1849;29060 07 001;1;Placebo;-0,0022;0,0022;0,0024;TRUE;TRUE
Exercise group + AD;-3,4467;-4,6928;-2,2006;-3,4489;-4,6957;-2,2021;29060 07 001;1;Placebo;-0,0022;0,0022;0,0006;TRUE;TRUE
Exercise individual;-0,7556;-1,4550;-0,0562;-0,7577;-1,4575;-0,0579;29060 07 001;1;Placebo;-0,0021;0,0021;0,0027;TRUE;TRUE
Exercise individual + AD;-1,4503;-2,3661;-0,5345;-1,4527;-2,3690;-0,5365;29060 07 001;1;Placebo;-0,0025;0,0025;0,0017;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual;-0,5561;-1,1991;0,0869;-0,5588;-1,2022;0,0847;29060 07 001;1;Placebo;-0,0027;0,0027;0,0048;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + AD;-0,8108;-1,5611;-0,0605;-0,8133;-1,5641;-0,0625;29060 07 001;1;Placebo;-0,0025;0,0025;0,0031;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + placebo;-0,5149;-1,3638;0,3340;-0,5181;-1,3676;0,3313;29060 07 001;1;Placebo;-0,0033;0,0033;0,0064;TRUE;TRUE
Light therapy;-0,8700;-1,9121;0,1721;-0,8712;-1,9139;0,1715;29060 07 001;1;Placebo;-0,0012;0,0012;0,0014;TRUE;TRUE
Light therapy + AD;-1,2062;-2,0280;-0,3844;-1,2075;-2,0298;-0,3852;29060 07 001;1;Placebo;-0,0013;0,0013;0,0011;TRUE;TRUE
Mindfulness or meditation group;-4,2459;-6,0031;-2,4886;-4,2485;-6,0063;-2,4906;29060 07 001;1;Placebo;-0,0026;0,0026;0,0006;TRUE;TRUE
Mirtazapine;-0,6954;-0,9513;-0,4395;-0,6976;-0,9537;-0,4415;29060 07 001;1;Placebo;-0,0022;0,0022;0,0032;TRUE;TRUE
Music therapy group;-0,7770;-2,2462;0,6922;-0,7796;-2,2495;0,6903;29060 07 001;1;Placebo;-0,0026;0,0026;0,0033;TRUE;TRUE
No treatment;-0,1148;-0,5823;0,3527;-0,1174;-0,5853;0,3505;29060 07 001;1;Placebo;-0,0026;0,0026;0,0225;TRUE;TRUE
Peer support group;-1,3571;-2,6719;-0,0423;-1,3598;-2,6754;-0,0441;29060 07 001;1;Placebo;-0,0026;0,0026;0,0019;TRUE;TRUE
Peer support group + AD;-1,4781;-2,7913;-0,1649;-1,4807;-2,7947;-0,1667;29060 07 001;1;Placebo;-0,0026;0,0026;0,0018;TRUE;TRUE
Placebo;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;29060 07 001;1;Placebo;0,0000;0,0000;NA;TRUE;TRUE
Problem solving group;-2,9953;-4,1991;-1,7915;-2,9982;-4,2025;-1,7938;29060 07 001;1;Placebo;-0,0028;0,0028;0,0009;TRUE;TRUE
Problem solving individual;-0,9765;-1,6284;-0,3247;-0,9792;-1,6315;-0,3270;29060 07 001;1;Placebo;-0,0027;0,0027;0,0028;TRUE;TRUE
Psychoeducation group;-1,3504;-2,6595;-0,0412;-1,3529;-2,6629;-0,0430;29060 07 001;1;Placebo;-0,0026;0,0026;0,0019;TRUE;TRUE
Psychoeducation group + AD;-0,4584;-1,6559;0,7392;-0,4609;-1,6592;0,7374;29060 07 001;1;Placebo;-0,0026;0,0026;0,0056;TRUE;TRUE
Relaxation individual + AD;-0,7883;-2,0071;0,4306;-0,7905;-2,0100;0,4289;29060 07 001;1;Placebo;-0,0023;0,0023;0,0029;TRUE;TRUE
Relaxation individual + placebo;-0,1558;-1,3582;1,0465;-0,1581;-1,3610;1,0448;29060 07 001;1;Placebo;-0,0023;0,0023;0,0146;TRUE;TRUE
Self-help;-0,6497;-1,2124;-0,0870;-0,6525;-1,2156;-0,0894;29060 07 001;1;Placebo;-0,0028;0,0028;0,0043;TRUE;TRUE
Self-help with support;-0,6290;-1,1818;-0,0762;-0,6318;-1,1849;-0,0786;29060 07 001;1;Placebo;-0,0028;0,0028;0,0044;TRUE;TRUE
Sham acupuncture;-0,1507;-0,9170;0,6157;-0,1535;-0,9203;0,6134;29060 07 001;1;Placebo;-0,0028;0,0028;0,0186;TRUE;TRUE
Short-term psychodynamic psychotherapies individual;-0,7098;-1,3789;-0,0406;-0,7124;-1,3820;-0,0428;29060 07 001;1;Placebo;-0,0027;0,0027;0,0037;TRUE;TRUE
Short-term psychodynamic psychotherapies individual + AD;-0,5020;-1,6798;0,6758;-0,5045;-1,6830;0,6739;29060 07 001;1;Placebo;-0,0025;0,0025;0,0050;TRUE;TRUE
SNRIs;-0,7113;-0,8632;-0,5595;-0,7129;-0,8650;-0,5609;29060 07 001;1;Placebo;-0,0016;0,0016;0,0023;TRUE;TRUE
SSRIs;-0,5218;-0,6325;-0,4111;-0,5240;-0,6352;-0,4128;29060 07 001;1;Placebo;-0,0022;0,0022;0,0042;TRUE;TRUE
TAU;-0,3454;-0,8923;0,2016;-0,3483;-0,8956;0,1991;29060 07 001;1;Placebo;-0,0029;0,0029;0,0084;TRUE;TRUE
TCAs;-0,6273;-0,7817;-0,4729;-0,6320;-0,7875;-0,4765;29060 07 001;1;Placebo;-0,0046;0,0046;0,0074;TRUE;TRUE
Trazodone;-0,4002;-0,7486;-0,0517;-0,4022;-0,7509;-0,0535;29060 07 001;1;Placebo;-0,0020;0,0020;0,0051;TRUE;TRUE
Waitlist;0,6737;0,1761;1,1713;0,6710;0,1730;1,1690;29060 07 001;1;Placebo;-0,0027;0,0027;0,0040;TRUE;TRUE
Yoga group;-0,8845;-1,8640;0,0951;-0,8881;-1,8683;0,0920;29060 07 001;1;Placebo;-0,0037;0,0037;0,0042;TRUE;TRUE
Yoga group + AD;-1,8580;-3,3190;-0,3970;-1,8606;-3,3223;-0,3989;29060 07 001;1;Placebo;-0,0026;0,0026;0,0014;TRUE;TRUE
Acupuncture;-0,9163;-1,4419;-0,3906;-0,9168;-1,4434;-0,3901;29060/299;1;Placebo;-0,0005;0,0005;0,0005;TRUE;TRUE
Acupuncture + AD;-1,7488;-2,2550;-1,2426;-1,7484;-2,2557;-1,2411;29060/299;1;Placebo;0,0004;0,0004;0,0003;TRUE;TRUE
Any AD;-0,6661;-1,1825;-0,1496;-0,6658;-1,1833;-0,1483;29060/299;1;Placebo;0,0003;0,0003;0,0004;TRUE;TRUE
Any psychotherapy;0,1486;-0,9207;1,2178;0,1487;-0,9226;1,2199;29060/299;1;Placebo;0,0001;0,0001;0,0007;TRUE;TRUE
Attention placebo;0,5718;-0,4354;1,5789;0,5714;-0,4377;1,5806;29060/299;1;Placebo;-0,0003;0,0003;0,0006;TRUE;TRUE
Behavioural therapies individual;0,3156;-0,4066;1,0379;0,3160;-0,4077;1,0397;29060/299;1;Placebo;0,0003;0,0003;0,0010;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-0,7315;-1,8075;0,3444;29060/299;1;Placebo;-0,0004;0,0004;0,0006;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,9533;-1,5448;-0,3618;29060/299;1;Placebo;-0,0005;0,0005;0,0005;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,3302;-2,3539;-0,3065;29060/299;1;Placebo;0,0002;0,0002;0,0002;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,8544;-1,1780;-0,5308;29060/299;1;Placebo;-0,0004;0,0004;0,0005;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,3382;-1,8791;-0,7973;29060/299;1;Placebo;-0,0010;0,0010;0,0008;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + placebo;-1,3101;-2,1924;-0,4278;-1,3111;-2,1951;-0,4271;29060/299;1;Placebo;-0,0010;0,0010;0,0008;TRUE;TRUE
Counselling individual;-0,6775;-1,2871;-0,0679;-0,6777;-1,2886;-0,0668;29060/299;1;Placebo;-0,0002;0,0002;0,0003;TRUE;TRUE
Counselling individual + AD;-0,1937;-1,5170;1,1296;-0,1938;-1,5193;1,1317;29060/299;1;Placebo;-0,0001;0,0001;0,0007;TRUE;TRUE
Counselling individual + placebo;0,1501;-1,6724;1,9726;0,1499;-1,6758;1,9757;29060/299;1;Placebo;-0,0001;0,0001;0,0009;TRUE;TRUE
Exercise group;-0,8993;-1,6153;-0,1832;-0,8995;-1,6169;-0,1820;29060/299;1;Placebo;-0,0002;0,0002;0,0003;TRUE;TRUE
Exercise group + AD;-3,4467;-4,6928;-2,2006;-3,4464;-4,6949;-2,1978;29060/299;1;Placebo;0,0003;0,0003;0,0001;TRUE;TRUE
Exercise individual;-0,7556;-1,4550;-0,0562;-0,7558;-1,4565;-0,0551;29060/299;1;Placebo;-0,0002;0,0002;0,0002;TRUE;TRUE
Exercise individual + AD;-1,4503;-2,3661;-0,5345;-1,4503;-2,3677;-0,5330;29060/299;1;Placebo;-0,0001;0,0001;0,0000;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual;-0,5561;-1,1991;0,0869;-0,5563;-1,2006;0,0881;29060/299;1;Placebo;-0,0002;0,0002;0,0004;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + AD;-0,8108;-1,5611;-0,0605;-0,8109;-1,5627;-0,0591;29060/299;1;Placebo;-0,0001;0,0001;0,0001;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + placebo;-0,5149;-1,3638;0,3340;-0,5152;-1,3657;0,3354;29060/299;1;Placebo;-0,0003;0,0003;0,0006;TRUE;TRUE
Light therapy;-0,8700;-1,9121;0,1721;-0,8699;-1,9141;0,1743;29060/299;1;Placebo;0,0001;0,0001;0,0001;TRUE;TRUE
Light therapy + AD;-1,2062;-2,0280;-0,3844;-1,2062;-2,0296;-0,3828;29060/299;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Mindfulness or meditation group;-4,2459;-6,0031;-2,4886;-4,2461;-6,0053;-2,4868;29060/299;1;Placebo;-0,0002;0,0002;0,0000;TRUE;TRUE
Mirtazapine;-0,6954;-0,9513;-0,4395;-0,6956;-0,9520;-0,4391;29060/299;1;Placebo;-0,0002;0,0002;0,0003;TRUE;TRUE
Music therapy group;-0,7770;-2,2462;0,6922;-0,7772;-2,2487;0,6944;29060/299;1;Placebo;-0,0002;0,0002;0,0002;TRUE;TRUE
No treatment;-0,1148;-0,5823;0,3527;-0,1150;-0,5834;0,3535;29060/299;1;Placebo;-0,0002;0,0002;0,0016;TRUE;TRUE
Peer support group;-1,3571;-2,6719;-0,0423;-1,3569;-2,6744;-0,0394;29060/299;1;Placebo;0,0003;0,0003;0,0002;TRUE;TRUE
Peer support group + AD;-1,4781;-2,7913;-0,1649;-1,4778;-2,7937;-0,1619;29060/299;1;Placebo;0,0003;0,0003;0,0002;TRUE;TRUE
Placebo;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;29060/299;1;Placebo;0,0000;0,0000;NA;TRUE;TRUE
Problem solving group;-2,9953;-4,1991;-1,7915;-2,9955;-4,2010;-1,7900;29060/299;1;Placebo;-0,0002;0,0002;0,0001;TRUE;TRUE
Problem solving individual;-0,9765;-1,6284;-0,3247;-0,9770;-1,6302;-0,3238;29060/299;1;Placebo;-0,0004;0,0004;0,0004;TRUE;TRUE
Psychoeducation group;-1,3504;-2,6595;-0,0412;-1,3505;-2,6623;-0,0388;29060/299;1;Placebo;-0,0002;0,0002;0,0001;TRUE;TRUE
Psychoeducation group + AD;-0,4584;-1,6559;0,7392;-0,4583;-1,6582;0,7417;29060/299;1;Placebo;0,0001;0,0001;0,0002;TRUE;TRUE
Relaxation individual + AD;-0,7883;-2,0071;0,4306;-0,7888;-2,0096;0,4319;29060/299;1;Placebo;-0,0006;0,0006;0,0007;TRUE;TRUE
Relaxation individual + placebo;-0,1558;-1,3582;1,0465;-0,1564;-1,3606;1,0478;29060/299;1;Placebo;-0,0006;0,0006;0,0036;TRUE;TRUE
Self-help;-0,6497;-1,2124;-0,0870;-0,6498;-1,2136;-0,0860;29060/299;1;Placebo;-0,0001;0,0001;0,0002;TRUE;TRUE
Self-help with support;-0,6290;-1,1818;-0,0762;-0,6291;-1,1830;-0,0752;29060/299;1;Placebo;-0,0001;0,0001;0,0002;TRUE;TRUE
Sham acupuncture;-0,1507;-0,9170;0,6157;-0,1509;-0,9187;0,6170;29060/299;1;Placebo;-0,0002;0,0002;0,0016;TRUE;TRUE
Short-term psychodynamic psychotherapies individual;-0,7098;-1,3789;-0,0406;-0,7098;-1,3803;-0,0392;29060/299;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Short-term psychodynamic psychotherapies individual + AD;-0,5020;-1,6798;0,6758;-0,5019;-1,6819;0,6780;29060/299;1;Placebo;0,0001;0,0001;0,0001;TRUE;TRUE
SNRIs;-0,7113;-0,8632;-0,5595;-0,7115;-0,8637;-0,5594;29060/299;1;Placebo;-0,0002;0,0002;0,0003;TRUE;TRUE
SSRIs;-0,5218;-0,6325;-0,4111;-0,5215;-0,6326;-0,4104;29060/299;1;Placebo;0,0003;0,0003;0,0006;TRUE;TRUE
TAU;-0,3454;-0,8923;0,2016;-0,3457;-0,8938;0,2023;29060/299;1;Placebo;-0,0004;0,0004;0,0010;TRUE;TRUE
TCAs;-0,6273;-0,7817;-0,4729;-0,6286;-0,7840;-0,4732;29060/299;1;Placebo;-0,0013;0,0013;0,0020;TRUE;TRUE
Trazodone;-0,4002;-0,7486;-0,0517;-0,4002;-0,7494;-0,0510;29060/299;1;Placebo;0,0000;0,0000;0,0001;TRUE;TRUE
Waitlist;0,6737;0,1761;1,1713;0,6739;0,1754;1,1725;29060/299;1;Placebo;0,0002;0,0002;0,0003;TRUE;TRUE
Yoga group;-0,8845;-1,8640;0,0951;-0,8850;-1,8663;0,0963;29060/299;1;Placebo;-0,0005;0,0005;0,0006;TRUE;TRUE
Yoga group + AD;-1,8580;-3,3190;-0,3970;-1,8577;-3,3211;-0,3943;29060/299;1;Placebo;0,0003;0,0003;0,0001;TRUE;TRUE
Acupuncture;-0,9163;-1,4419;-0,3906;-0,9159;-1,4406;-0,3912;Ai 2018;1;Placebo;0,0004;0,0004;0,0004;TRUE;TRUE
Acupuncture + AD;-1,7488;-2,2550;-1,2426;-1,8734;-2,4261;-1,3207;Ai 2018;1;Placebo;-0,1246;0,1246;0,0712;TRUE;TRUE
Any AD;-0,6661;-1,1825;-0,1496;-0,6666;-1,1821;-0,1511;Ai 2018;1;Placebo;-0,0005;0,0005;0,0008;TRUE;TRUE
Any psychotherapy;0,1486;-0,9207;1,2178;0,1484;-0,9191;1,2158;Ai 2018;1;Placebo;-0,0002;0,0002;0,0013;TRUE;TRUE
Attention placebo;0,5718;-0,4354;1,5789;0,5718;-0,4335;1,5771;Ai 2018;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Behavioural therapies individual;0,3156;-0,4066;1,0379;0,3153;-0,4057;1,0363;Ai 2018;1;Placebo;-0,0004;0,0004;0,0012;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-0,7312;-1,8038;0,3414;Ai 2018;1;Placebo;-0,0001;0,0001;0,0001;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,9525;-1,5419;-0,3631;Ai 2018;1;Placebo;0,0003;0,0003;0,0003;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,3309;-2,3508;-0,3110;Ai 2018;1;Placebo;-0,0005;0,0005;0,0004;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,8540;-1,1763;-0,5316;Ai 2018;1;Placebo;0,0001;0,0001;0,0001;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,3366;-1,8755;-0,7976;Ai 2018;1;Placebo;0,0006;0,0006;0,0005;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + placebo;-1,3101;-2,1924;-0,4278;-1,3096;-2,1904;-0,4288;Ai 2018;1;Placebo;0,0005;0,0005;0,0004;TRUE;TRUE
Counselling individual;-0,6775;-1,2871;-0,0679;-0,6776;-1,2860;-0,0692;Ai 2018;1;Placebo;-0,0001;0,0001;0,0001;TRUE;TRUE
Counselling individual + AD;-0,1937;-1,5170;1,1296;-0,1940;-1,5152;1,1272;Ai 2018;1;Placebo;-0,0003;0,0003;0,0015;TRUE;TRUE
Counselling individual + placebo;0,1501;-1,6724;1,9726;0,1498;-1,6697;1,9693;Ai 2018;1;Placebo;-0,0003;0,0003;0,0019;TRUE;TRUE
Exercise group;-0,8993;-1,6153;-0,1832;-0,8991;-1,6138;-0,1844;Ai 2018;1;Placebo;0,0002;0,0002;0,0002;TRUE;TRUE
Exercise group + AD;-3,4467;-4,6928;-2,2006;-3,4467;-4,6905;-2,2028;Ai 2018;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Exercise individual;-0,7556;-1,4550;-0,0562;-0,7554;-1,4536;-0,0572;Ai 2018;1;Placebo;0,0002;0,0002;0,0003;TRUE;TRUE
Exercise individual + AD;-1,4503;-2,3661;-0,5345;-1,4503;-2,3647;-0,5359;Ai 2018;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual;-0,5561;-1,1991;0,0869;-0,5563;-1,1980;0,0855;Ai 2018;1;Placebo;-0,0002;0,0002;0,0004;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + AD;-0,8108;-1,5611;-0,0605;-0,8110;-1,5600;-0,0621;Ai 2018;1;Placebo;-0,0002;0,0002;0,0003;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + placebo;-0,5149;-1,3638;0,3340;-0,5152;-1,3626;0,3322;Ai 2018;1;Placebo;-0,0003;0,0003;0,0006;TRUE;TRUE
Light therapy;-0,8700;-1,9121;0,1721;-0,8700;-1,9102;0,1702;Ai 2018;1;Placebo;0,0000;0,0000;0,0001;TRUE;TRUE
Light therapy + AD;-1,2062;-2,0280;-0,3844;-1,2061;-2,0264;-0,3857;Ai 2018;1;Placebo;0,0001;0,0001;0,0001;TRUE;TRUE
Mindfulness or meditation group;-4,2459;-6,0031;-2,4886;-4,2458;-6,0013;-2,4904;Ai 2018;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Mirtazapine;-0,6954;-0,9513;-0,4395;-0,6953;-0,9507;-0,4400;Ai 2018;1;Placebo;0,0001;0,0001;0,0001;TRUE;TRUE
Music therapy group;-0,7770;-2,2462;0,6922;-0,7769;-2,2440;0,6901;Ai 2018;1;Placebo;0,0000;0,0000;0,0001;TRUE;TRUE
No treatment;-0,1148;-0,5823;0,3527;-0,1147;-0,5814;0,3520;Ai 2018;1;Placebo;0,0000;0,0000;0,0004;TRUE;TRUE
Peer support group;-1,3571;-2,6719;-0,0423;-1,3577;-2,6700;-0,0453;Ai 2018;1;Placebo;-0,0005;0,0005;0,0004;TRUE;TRUE
Peer support group + AD;-1,4781;-2,7913;-0,1649;-1,4786;-2,7893;-0,1679;Ai 2018;1;Placebo;-0,0005;0,0005;0,0004;TRUE;TRUE
Placebo;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;Ai 2018;1;Placebo;0,0000;0,0000;NA;TRUE;TRUE
Problem solving group;-2,9953;-4,1991;-1,7915;-2,9954;-4,1977;-1,7932;Ai 2018;1;Placebo;-0,0001;0,0001;0,0000;TRUE;TRUE
Problem solving individual;-0,9765;-1,6284;-0,3247;-0,9765;-1,6271;-0,3259;Ai 2018;1;Placebo;0,0001;0,0001;0,0001;TRUE;TRUE
Psychoeducation group;-1,3504;-2,6595;-0,0412;-1,3503;-2,6570;-0,0436;Ai 2018;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Psychoeducation group + AD;-0,4584;-1,6559;0,7392;-0,4588;-1,6542;0,7366;Ai 2018;1;Placebo;-0,0004;0,0004;0,0008;TRUE;TRUE
Relaxation individual + AD;-0,7883;-2,0071;0,4306;-0,7883;-2,0055;0,4289;Ai 2018;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Relaxation individual + placebo;-0,1558;-1,3582;1,0465;-0,1558;-1,3565;1,0448;Ai 2018;1;Placebo;0,0000;0,0000;0,0001;TRUE;TRUE
Self-help;-0,6497;-1,2124;-0,0870;-0,6499;-1,2116;-0,0882;Ai 2018;1;Placebo;-0,0002;0,0002;0,0003;TRUE;TRUE
Self-help with support;-0,6290;-1,1818;-0,0762;-0,6291;-1,1809;-0,0773;Ai 2018;1;Placebo;-0,0001;0,0001;0,0002;TRUE;TRUE
Sham acupuncture;-0,1507;-0,9170;0,6157;-0,1505;-0,9155;0,6145;Ai 2018;1;Placebo;0,0001;0,0001;0,0009;TRUE;TRUE
Short-term psychodynamic psychotherapies individual;-0,7098;-1,3789;-0,0406;-0,7099;-1,3778;-0,0420;Ai 2018;1;Placebo;-0,0001;0,0001;0,0002;TRUE;TRUE
Short-term psychodynamic psychotherapies individual + AD;-0,5020;-1,6798;0,6758;-0,5024;-1,6782;0,6734;Ai 2018;1;Placebo;-0,0004;0,0004;0,0008;TRUE;TRUE
SNRIs;-0,7113;-0,8632;-0,5595;-0,7111;-0,8626;-0,5595;Ai 2018;1;Placebo;0,0002;0,0002;0,0003;TRUE;TRUE
SSRIs;-0,5218;-0,6325;-0,4111;-0,5218;-0,6323;-0,4113;Ai 2018;1;Placebo;0,0000;0,0000;0,0001;TRUE;TRUE
TAU;-0,3454;-0,8923;0,2016;-0,3453;-0,8912;0,2006;Ai 2018;1;Placebo;0,0000;0,0000;0,0001;TRUE;TRUE
TCAs;-0,6273;-0,7817;-0,4729;-0,6273;-0,7814;-0,4732;Ai 2018;1;Placebo;0,0001;0,0001;0,0001;TRUE;TRUE
Trazodone;-0,4002;-0,7486;-0,0517;-0,4001;-0,7478;-0,0524;Ai 2018;1;Placebo;0,0001;0,0001;0,0001;TRUE;TRUE
Waitlist;0,6737;0,1761;1,1713;0,6733;0,1765;1,1700;Ai 2018;1;Placebo;-0,0005;0,0005;0,0007;TRUE;TRUE
Yoga group;-0,8845;-1,8640;0,0951;-0,8847;-1,8627;0,0933;Ai 2018;1;Placebo;-0,0002;0,0002;0,0002;TRUE;TRUE
Yoga group + AD;-1,8580;-3,3190;-0,3970;-1,8585;-3,3173;-0,3998;Ai 2018;1;Placebo;-0,0005;0,0005;0,0003;TRUE;TRUE
Acupuncture;-0,9163;-1,4419;-0,3906;-0,9163;-1,4421;-0,3905;Akhondzadeh 2003;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Acupuncture + AD;-1,7488;-2,2550;-1,2426;-1,7495;-2,2560;-1,2431;Akhondzadeh 2003;1;Placebo;-0,0007;0,0007;0,0004;TRUE;TRUE
Any AD;-0,6661;-1,1825;-0,1496;-0,6653;-1,1819;-0,1486;Akhondzadeh 2003;1;Placebo;0,0008;0,0008;0,0012;TRUE;TRUE
Any psychotherapy;0,1486;-0,9207;1,2178;0,1488;-0,9208;1,2184;Akhondzadeh 2003;1;Placebo;0,0003;0,0003;0,0017;TRUE;TRUE
Attention placebo;0,5718;-0,4354;1,5789;0,5725;-0,4350;1,5800;Akhondzadeh 2003;1;Placebo;0,0007;0,0007;0,0012;TRUE;TRUE
Behavioural therapies individual;0,3156;-0,4066;1,0379;0,3159;-0,4067;1,0384;Akhondzadeh 2003;1;Placebo;0,0002;0,0002;0,0008;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-0,7300;-1,8045;0,3445;Akhondzadeh 2003;1;Placebo;0,0011;0,0011;0,0015;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,9525;-1,5431;-0,3619;Akhondzadeh 2003;1;Placebo;0,0003;0,0003;0,0003;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,3296;-2,3517;-0,3076;Akhondzadeh 2003;1;Placebo;0,0008;0,0008;0,0006;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,8533;-1,1764;-0,5303;Akhondzadeh 2003;1;Placebo;0,0007;0,0007;0,0008;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,3366;-1,8766;-0,7965;Akhondzadeh 2003;1;Placebo;0,0006;0,0006;0,0005;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + placebo;-1,3101;-2,1924;-0,4278;-1,3091;-2,1917;-0,4265;Akhondzadeh 2003;1;Placebo;0,0010;0,0010;0,0007;TRUE;TRUE
Counselling individual;-0,6775;-1,2871;-0,0679;-0,6768;-1,2867;-0,0670;Akhondzadeh 2003;1;Placebo;0,0007;0,0007;0,0010;TRUE;TRUE
Counselling individual + AD;-0,1937;-1,5170;1,1296;-0,1927;-1,5163;1,1310;Akhondzadeh 2003;1;Placebo;0,0010;0,0010;0,0052;TRUE;TRUE
Counselling individual + placebo;0,1501;-1,6724;1,9726;0,1511;-1,6720;1,9742;Akhondzadeh 2003;1;Placebo;0,0010;0,0010;0,0067;TRUE;TRUE
Exercise group;-0,8993;-1,6153;-0,1832;-0,8992;-1,6154;-0,1829;Akhondzadeh 2003;1;Placebo;0,0001;0,0001;0,0001;TRUE;TRUE
Exercise group + AD;-3,4467;-4,6928;-2,2006;-3,4474;-4,6940;-2,2009;Akhondzadeh 2003;1;Placebo;-0,0007;0,0007;0,0002;TRUE;TRUE
